rates	loglikelihood
[0.01258814]	-8895.573762450862
[0.00029604]	-12314.257527179263
[0.00015846]	-13789.995954146783
[0.00360656]	-9342.016594128081
[0.00673795]	-9051.499836524003
[0.2865048]	-8667.648105994585
