id,lat,lon
1340,32.0,35.0
1341,32.0,35.0
1342,30.5,66.5
1343,30.5,66.5
1344,32.0,3.0
1345,32.0,3.0
1346,36.5,74.0
1347,36.5,74.0
1348,25.5,69.0
1349,25.5,69.0
1350,32.0,35.0
1351,32.0,35.0
1352,29.0,-108.0
1353,29.0,-108.0
1354,-11.0,-62.0
1355,-11.0,-62.0
1356,32.0,3.0
1357,32.0,3.0
1358,32.0,3.0
1359,32.0,3.0
1360,12.0,-12.0
1361,12.0,-12.0
1362,31.0,35.0
1363,31.0,35.0
1364,32.0,3.0
1365,32.0,3.0
1366,43.0,0.0
1367,43.0,0.0
1368,31.0,35.0
1369,31.0,35.0
1370,32.0,35.0
1371,32.0,35.0
1372,32.0,35.0
1373,32.0,35.0
1374,32.0,35.0
1375,32.0,35.0
1376,31.0,35.0
1377,31.0,35.0
1378,32.0,35.0
1379,32.0,35.0
1380,31.0,35.0
1381,31.0,35.0
1382,31.0,35.0
1383,31.0,35.0
1384,32.0,35.0
1385,32.0,35.0
1386,43.0,0.0
1387,43.0,0.0
1388,40.0,9.0
1389,40.0,9.0
1390,32.0,35.0
1391,32.0,35.0
1392,32.0,35.0
1393,32.0,35.0
1394,46.0,10.0
1395,46.0,10.0
1396,31.0,35.0
1397,31.0,35.0
1398,32.0,35.0
1399,32.0,35.0
1400,37.5,139.0
1401,37.5,139.0
1402,25.5,69.0
1403,25.5,69.0
1404,30.5,66.5
1405,30.5,66.5
1406,30.5,66.5
1407,30.5,66.5
1408,43.0,0.0
1409,43.0,0.0
1410,46.0,10.0
1411,46.0,10.0
1412,32.0,35.0
1413,32.0,35.0
1414,32.0,3.0
1415,32.0,3.0
1416,4.0,17.0
1417,4.0,17.0
1418,19.0,-91.0
1419,19.0,-91.0
1420,4.0,17.0
1421,4.0,17.0
1422,-6.1,145.4
1423,-6.1,145.4
1424,19.0,-91.0
1425,19.0,-91.0
1426,-6.1,145.4
1427,-6.1,145.4
1428,31.0,35.0
1429,31.0,35.0
1430,32.0,35.0
1431,32.0,35.0
1432,32.0,35.0
1433,32.0,35.0
1434,32.0,35.0
1435,32.0,35.0
1436,43.0,0.0
1437,43.0,0.0
1438,40.0,9.0
1439,40.0,9.0
1440,63.0,129.5
1441,63.0,129.5
1442,32.0,3.0
1443,32.0,3.0
1444,36.5,74.0
1445,36.5,74.0
1446,36.5,74.0
1447,36.5,74.0
1448,33.5,70.5
1449,33.5,70.5
1450,59.0,-3.0
1451,59.0,-3.0
1452,46.0,10.0
1453,46.0,10.0
1454,44.0,81.0
1455,44.0,81.0
1456,59.0,-3.0
1457,59.0,-3.0
1458,-10.0,-63.0
1459,-10.0,-63.0
1460,29.0,-108.0
1461,29.0,-108.0
1462,32.0,35.0
1463,32.0,35.0
1464,-10.0,-63.0
1465,-10.0,-63.0
1466,-10.0,-63.0
1467,-10.0,-63.0
1468,19.0,-91.0
1469,19.0,-91.0
1470,19.0,-91.0
1471,19.0,-91.0
1472,31.0,35.0
1473,31.0,35.0
1474,32.0,35.0
1475,32.0,35.0
1476,31.0,35.0
1477,31.0,35.0
1478,31.0,35.0
1479,31.0,35.0
1480,31.0,35.0
1481,31.0,35.0
1482,32.0,35.0
1483,32.0,35.0
1484,31.0,35.0
1485,31.0,35.0
1486,32.0,3.0
1487,32.0,3.0
1488,31.0,35.0
1489,31.0,35.0
1490,32.0,35.0
1491,32.0,35.0
1492,32.0,35.0
1493,32.0,35.0
1494,50.4,126.5
1495,50.4,126.5
1496,36.0,71.5
1497,36.0,71.5
1498,43.0,0.0
1499,43.0,0.0
1500,59.0,-3.0
1501,59.0,-3.0
1502,12.0,-12.0
1503,12.0,-12.0
1504,32.0,3.0
1505,32.0,3.0
1506,19.0,-91.0
1507,19.0,-91.0
1508,26.0,100.0
1509,26.0,100.0
1510,32.0,35.0
1511,32.0,35.0
1512,32.0,3.0
1513,32.0,3.0
1514,32.0,3.0
1515,32.0,3.0
1516,31.0,35.0
1517,31.0,35.0
1518,32.0,3.0
1519,32.0,3.0
1520,32.0,35.0
1521,32.0,35.0
1522,32.0,35.0
1523,32.0,35.0
1524,31.0,35.0
1525,31.0,35.0
1526,32.0,35.0
1527,32.0,35.0
1528,32.0,35.0
1529,32.0,35.0
1530,32.0,35.0
1531,32.0,35.0
1532,31.0,35.0
1533,31.0,35.0
1534,43.0,0.0
1535,43.0,0.0
1536,-4.0,143.0
1537,-4.0,143.0
1538,32.0,35.0
1539,32.0,35.0
1540,-11.0,-62.0
1541,-11.0,-62.0
1542,44.0,81.0
1543,44.0,81.0
1544,31.0,35.0
1545,31.0,35.0
1546,32.0,35.0
1547,32.0,35.0
1548,32.0,3.0
1549,32.0,3.0
1550,25.5,69.0
1551,25.5,69.0
1552,36.0,71.5
1553,36.0,71.5
1554,36.0,71.5
1555,36.0,71.5
1556,32.0,3.0
1557,32.0,3.0
1558,29.0,-108.0
1559,29.0,-108.0
1560,32.0,35.0
1561,32.0,35.0
1562,32.0,35.0
1563,32.0,35.0
1564,32.0,35.0
1565,32.0,35.0
1566,32.0,35.0
1567,32.0,35.0
1568,30.5,66.5
1569,30.5,66.5
1570,33.5,70.5
1571,33.5,70.5
1572,30.5,66.5
1573,30.5,66.5
1574,40.0,9.0
1575,40.0,9.0
1576,32.0,35.0
1577,32.0,35.0
1578,63.0,129.5
1579,63.0,129.5
1580,25.5,69.0
1581,25.5,69.0
1582,19.0,-91.0
1583,19.0,-91.0
1584,32.0,35.0
1585,32.0,35.0
1586,-6.0,155.0
1587,-6.0,155.0
1588,32.0,3.0
1589,32.0,3.0
1590,32.0,3.0
1591,32.0,3.0
1592,31.0,35.0
1593,31.0,35.0
1594,40.0,9.0
1595,40.0,9.0
1596,32.0,3.0
1597,32.0,3.0
1598,32.0,3.0
1599,32.0,3.0
1600,32.0,35.0
1601,32.0,35.0
1602,46.0,2.0
1603,46.0,2.0
1604,12.0,-12.0
1605,12.0,-12.0
1606,1.0,29.0
1607,1.0,29.0
1608,32.3,114.0
1609,32.3,114.0
1610,8.0,5.0
1611,8.0,5.0
1612,-10.0,-63.0
1613,-10.0,-63.0
1614,21.0,100.0
1615,21.0,100.0
1616,40.0,9.0
1617,40.0,9.0
1618,40.0,9.0
1619,40.0,9.0
1620,40.0,9.0
1621,40.0,9.0
1622,22.0,100.0
1623,22.0,100.0
1624,31.0,35.0
1625,31.0,35.0
1626,32.0,35.0
1627,32.0,35.0
1628,26.0,100.0
1629,26.0,100.0
1630,27.0,119.0
1631,27.0,119.0
1632,1.0,29.0
1633,1.0,29.0
1634,1.0,29.0
1635,1.0,29.0
1636,30.5,66.5
1637,30.5,66.5
1638,26.0,100.0
1639,26.0,100.0
1640,-6.1,145.4
1641,-6.1,145.4
1642,44.0,39.0
1643,44.0,39.0
1644,32.0,35.0
1645,32.0,35.0
1646,33.5,70.5
1647,33.5,70.5
1648,43.5,81.5
1649,43.5,81.5
1650,37.5,139.0
1651,37.5,139.0
1652,37.5,139.0
1653,37.5,139.0
1654,32.0,35.0
1655,32.0,35.0
1656,28.0,109.0
1657,28.0,109.0
1658,30.5,66.5
1659,30.5,66.5
1660,32.3,114.0
1661,32.3,114.0
1662,61.0,40.0
1663,61.0,40.0
1664,-4.0,143.0
1665,-4.0,143.0
1666,29.0,109.0
1667,29.0,109.0
1668,3.0,-68.0
1669,3.0,-68.0
1670,32.0,3.0
1671,32.0,3.0
1672,32.0,35.0
1673,32.0,35.0
1674,47.5,133.5
1675,47.5,133.5
1676,21.0,100.0
1677,21.0,100.0
1678,26.0,64.0
1679,26.0,64.0
1680,43.0,0.0
1681,43.0,0.0
1682,-21.0,20.0
1683,-21.0,20.0
1684,46.0,10.0
1685,46.0,10.0
1686,8.0,5.0
1687,8.0,5.0
1688,29.0,-108.0
1689,29.0,-108.0
1690,36.5,74.0
1691,36.5,74.0
1692,-11.0,-62.0
1693,-11.0,-62.0
1694,-21.0,20.0
1695,-21.0,20.0
1696,8.0,5.0
1697,8.0,5.0
1698,32.0,3.0
1699,32.0,3.0
1700,-25.6,24.25
1701,-25.6,24.25
1702,-6.0,155.0
1703,-6.0,155.0
1704,33.5,70.5
1705,33.5,70.5
1706,-6.0,155.0
1707,-6.0,155.0
1708,40.0,9.0
1709,40.0,9.0
1710,12.0,-12.0
1711,12.0,-12.0
1712,29.0,-108.0
1713,29.0,-108.0
1714,47.5,133.5
1715,47.5,133.5
1716,-3.0,37.0
1717,-3.0,37.0
1718,63.0,129.5
1719,63.0,129.5
1720,22.0,100.0
1721,22.0,100.0
1722,28.0,103.0
1723,28.0,103.0
1724,33.5,70.0
1725,33.5,70.0
1726,-25.6,24.25
1727,-25.6,24.25
1728,-3.0,37.0
1729,-3.0,37.0
1730,21.0,100.0
1731,21.0,100.0
1732,30.5,66.5
1733,30.5,66.5
1734,25.5,69.0
1735,25.5,69.0
1736,28.0,103.0
1737,28.0,103.0
1738,43.5,81.5
1739,43.5,81.5
1740,1.0,29.0
1741,1.0,29.0
1742,12.0,-12.0
1743,12.0,-12.0
1744,-10.0,-63.0
1745,-10.0,-63.0
1746,31.0,35.0
1747,31.0,35.0
1748,26.0,64.0
1749,26.0,64.0
1750,36.0,71.5
1751,36.0,71.5
1752,-21.0,20.0
1753,-21.0,20.0
1754,46.0,2.0
1755,46.0,2.0
1756,12.0,105.0
1757,12.0,105.0
1758,32.3,114.0
1759,32.3,114.0
1760,44.0,39.0
1761,44.0,39.0
1762,43.0,0.0
1763,43.0,0.0
1764,32.0,35.0
1765,32.0,35.0
1766,61.0,40.0
1767,61.0,40.0
1768,27.0,119.0
1769,27.0,119.0
1770,44.0,81.0
1771,44.0,81.0
1772,1.0,29.0
1773,1.0,29.0
1774,-21.0,20.0
1775,-21.0,20.0
1776,63.0,129.5
1777,63.0,129.5
1778,12.0,105.0
1779,12.0,105.0
1780,32.3,114.0
1781,32.3,114.0
1782,46.0,10.0
1783,46.0,10.0
1784,46.0,2.0
1785,46.0,2.0
1786,43.0,11.0
1787,43.0,11.0
1788,-25.6,24.25
1789,-25.6,24.25
1790,48.5,124.0
1791,48.5,124.0
1792,36.5,74.0
1793,36.5,74.0
1794,-6.1,145.4
1795,-6.1,145.4
1796,36.0,101.0
1797,36.0,101.0
1798,19.0,-91.0
1799,19.0,-91.0
1800,-10.0,-63.0
1801,-10.0,-63.0
1802,-11.0,-62.0
1803,-11.0,-62.0
1804,21.0,100.0
1805,21.0,100.0
1806,3.0,-68.0
1807,3.0,-68.0
1808,25.5,69.0
1809,25.5,69.0
1810,29.0,109.0
1811,29.0,109.0
1812,-10.0,-63.0
1813,-10.0,-63.0
1814,48.5,119.0
1815,48.5,119.0
1816,48.5,119.0
1817,48.5,119.0
1818,43.0,11.0
1819,43.0,11.0
1820,-6.1,145.4
1821,-6.1,145.4
1822,33.5,70.0
1823,33.5,70.0
1824,-25.6,24.25
1825,-25.6,24.25
1826,44.0,81.0
1827,44.0,81.0
1828,28.0,109.0
1829,28.0,109.0
1830,36.0,71.5
1831,36.0,71.5
1832,30.5,66.5
1833,30.5,66.5
1834,4.0,17.0
1835,4.0,17.0
1836,21.0,100.0
1837,21.0,100.0
1838,12.0,-12.0
1839,12.0,-12.0
1840,8.0,5.0
1841,8.0,5.0
1842,46.0,2.0
1843,46.0,2.0
1844,19.0,-91.0
1845,19.0,-91.0
1846,4.0,17.0
1847,4.0,17.0
1848,36.0,101.0
1849,36.0,101.0
1850,50.4,126.5
1851,50.4,126.5
1852,59.0,-3.0
1853,59.0,-3.0
1854,50.4,126.5
1855,50.4,126.5
1856,59.0,-3.0
1857,59.0,-3.0
6954,-13.0,143.0
6955,-13.0,143.0
6956,-13.0,143.0
6957,-13.0,143.0
6958,35.166668,25.166666
6959,35.166668,25.166666
6960,35.163,25.445
6961,35.163,25.445
6962,21.0,100.0
6963,21.0,100.0
6964,8.783333333,27.4
6965,8.783333333,27.4
6966,46.0,2.0
6967,46.0,2.0
6968,32.26566812,114.0
6969,32.26566812,114.0
6970,-18.93725689,21.45244764
6971,-18.93725689,21.45244764
6972,-10.0,-63.0
6973,-10.0,-63.0
6974,12.0,-12.0
6975,12.0,-12.0
6976,1.0,29.0
6977,1.0,29.0
6978,16.95,-96.58
6979,16.95,-96.58
6980,-4.0,143.0
6981,-4.0,143.0
6982,40.0,9.0
6983,40.0,9.0
6984,7.4,3.9
6985,7.4,3.9
6986,43.003,41.015
6987,43.003,41.015
6988,43.003,41.015
6989,43.003,41.015
6990,44.0,39.0
6991,44.0,39.0
6992,44.0,39.0
6993,44.0,39.0
6994,41.3,19.8
6995,41.3,19.8
6996,55.18,166.0
6997,55.18,166.0
6998,55.18,166.0
6999,55.18,166.0
7000,50.84,85.654
7001,50.84,85.654
7002,22.843145,121.185356
7003,22.843145,121.185356
7004,22.843145,121.185356
7005,22.843145,121.185356
7006,39.815,46.752
7007,39.815,46.752
7008,40.605,43.101
7009,40.605,43.101
7010,24.611712,121.296444
7011,24.611712,121.296444
7012,30.5,66.5
7013,30.5,66.5
7014,-22.0,19.0
7015,-22.0,19.0
7016,-22.0,19.0
7017,-22.0,19.0
7018,-3.0,37.0
7019,-3.0,37.0
7020,-3.0,37.0
7021,-3.0,37.0
7022,-28.0,24.0
7023,-28.0,24.0
7024,-28.0,24.0
7025,-28.0,24.0
7026,43.0,0.0
7027,43.0,0.0
7028,43.0,0.0
7029,43.0,0.0
7030,31.0,35.0
7031,31.0,35.0
7032,31.0,35.0
7033,31.0,35.0
7034,23.7,90.4
7035,23.7,90.4
7036,23.7,90.4
7037,23.7,90.4
7038,46.0,10.0
7039,46.0,10.0
7040,46.0,10.0
7041,46.0,10.0
7042,4.0,17.0
7043,4.0,17.0
7044,4.0,17.0
7045,4.0,17.0
7046,-6.0,155.0
7047,-6.0,155.0
7048,-6.0,155.0
7049,-6.0,155.0
7050,17.7,83.3
7051,17.7,83.3
7052,17.7,83.3
7053,17.7,83.3
7054,30.5,66.5
7055,30.5,66.5
7056,30.5,66.5
7057,30.5,66.5
7058,42.163,24.741
7059,42.163,24.741
7060,42.163,24.741
7061,42.163,24.741
7062,17.0,96.7
7063,17.0,96.7
7064,17.0,96.7
7065,17.0,96.7
7066,36.5,74.0
7067,36.5,74.0
7068,36.5,74.0
7069,36.5,74.0
7070,12.0,105.0
7071,12.0,105.0
7072,12.0,105.0
7073,12.0,105.0
7074,-22.53,-63.82
7075,-22.53,-63.82
7076,43.333,45.65
7077,43.333,45.65
7078,69.0,169.0
7079,69.0,169.0
7080,50.1,14.4
7081,50.1,14.4
7082,21.0,100.0
7083,21.0,100.0
7084,21.0,100.0
7085,21.0,100.0
7086,21.0,100.0
7087,21.0,100.0
7088,48.5,124.0
7089,48.5,124.0
7090,8.8,27.4
7091,8.8,27.4
7092,8.8,27.4
7093,8.8,27.4
7094,32.0,35.0
7095,32.0,35.0
7096,32.0,35.0
7097,32.0,35.0
7098,4.7,114.7
7099,4.7,114.7
7100,4.7,114.7
7101,4.7,114.7
7102,51.2,0.7
7103,51.2,0.7
7104,51.2,0.7
7105,51.2,0.7
7106,6.5,6.0
7107,6.5,6.0
7108,6.5,6.0
7109,6.5,6.0
7110,64.48,172.86
7111,64.48,172.86
7112,66.02,169.71
7113,66.02,169.71
7114,66.02,169.71
7115,66.02,169.71
7116,64.4,173.9
7117,64.4,173.9
7118,64.4,173.9
7119,64.4,173.9
7120,58.386,24.502
7121,58.386,24.502
7122,58.985,26.864
7123,58.985,26.864
7124,57.53,135.88
7125,57.53,135.88
7126,57.53,135.88
7127,57.53,135.88
7128,57.53,135.88
7129,57.53,135.88
7130,60.2,24.9
7131,60.2,24.9
7132,60.2,24.9
7133,60.2,24.9
7134,60.2,24.9
7135,60.2,24.9
7136,46.0,2.0
7137,46.0,2.0
7138,46.0,2.0
7139,46.0,2.0
7140,13.4,-16.7
7141,13.4,-16.7
7142,13.4,-16.7
7143,13.4,-16.7
7144,42.5,41.85
7145,42.5,41.85
7146,42.5,41.85
7147,42.5,41.85
7148,38.0,23.7
7149,38.0,23.7
7150,38.0,23.7
7151,38.0,23.7
7152,32.3,114.0
7153,32.3,114.0
7154,32.3,114.0
7155,32.3,114.0
7156,21.3,-157.8
7157,21.3,-157.8
7158,33.5,70.0
7159,33.5,70.0
7160,33.5,70.0
7161,33.5,70.0
7162,47.5,133.5
7163,47.5,133.5
7164,47.5,133.5
7165,47.5,133.5
7166,47.5,19.1
7167,47.5,19.1
7168,47.5,19.1
7169,47.5,19.1
7170,64.1,-21.9
7171,64.1,-21.9
7172,64.1,-21.9
7173,64.1,-21.9
7174,17.1,121.0
7175,17.1,121.0
7176,17.1,121.0
7177,17.1,121.0
7178,35.586,51.46
7179,35.586,51.46
7180,35.586,51.46
7181,35.586,51.46
7182,33.3,44.4
7183,33.3,44.4
7184,33.3,44.4
7185,33.3,44.4
7186,13.5,80.0
7187,13.5,80.0
7188,13.5,80.0
7189,13.5,80.0
7190,57.0,157.0
7191,57.0,157.0
7192,37.85,139.0
7193,37.85,139.0
7194,37.85,139.0
7195,37.85,139.0
7196,37.85,139.0
7197,37.85,139.0
7198,32.055,35.914
7199,32.055,35.914
7200,32.055,35.914
7201,32.055,35.914
7202,32.055,35.914
7203,32.055,35.914
7204,-18.9,21.5
7205,-18.9,21.5
7206,-18.9,21.5
7207,-18.9,21.5
7208,-18.9,21.5
7209,-18.9,21.5
7210,36.0,71.5
7211,36.0,71.5
7212,36.0,71.5
7213,36.0,71.5
7214,17.7,83.3
7215,17.7,83.3
7216,17.7,83.3
7217,17.7,83.3
7218,-10.0,-63.0
7219,-10.0,-63.0
7220,-10.0,-63.0
7221,-10.0,-63.0
7222,-27.0,20.8
7223,-27.0,20.8
7224,-27.0,20.8
7225,-27.0,20.8
7226,18.3,82.9
7227,18.3,82.9
7228,21.0,105.9
7229,21.0,105.9
7230,21.0,105.9
7231,21.0,105.9
7232,37.6,127.0
7233,37.6,127.0
7234,37.6,127.0
7235,37.6,127.0
7236,28.07245287,82.48778
7237,28.07245287,82.48778
7238,28.07245287,84.259486
7239,28.07245287,84.259486
7240,42.9,74.6
7241,42.9,74.6
7242,42.9,74.6
7243,42.9,74.6
7244,22.0,100.0
7245,22.0,100.0
7246,22.0,100.0
7247,22.0,100.0
7248,42.117,48.183
7249,42.117,48.183
7250,42.117,48.183
7251,42.117,48.183
7252,1.3,36.8
7253,1.3,36.8
7254,1.3,36.8
7255,1.3,36.8
7256,-0.1,34.3
7257,-0.1,34.3
7258,-0.1,34.3
7259,-0.1,34.3
7260,17.7,83.3
7261,17.7,83.3
7262,17.7,83.3
7263,17.7,83.3
7264,26.0,64.0
7265,26.0,64.0
7266,26.0,64.0
7267,26.0,64.0
7268,17.7,83.3
7269,17.7,83.3
7270,17.7,83.3
7271,17.7,83.3
7272,12.0,-12.0
7273,12.0,-12.0
7274,12.0,-12.0
7275,12.0,-12.0
7276,63.8,61.45
7277,63.8,61.45
7278,63.65,62.1
7279,63.65,62.1
7280,-41.3,174.5
7281,-41.3,174.5
7282,-1.5,35.2
7283,-1.5,35.2
7284,-1.5,35.2
7285,-1.5,35.2
7286,19.0,-91.0
7287,19.0,-91.0
7288,19.0,-91.0
7289,19.0,-91.0
7290,1.0,29.0
7291,1.0,29.0
7292,1.0,29.0
7293,1.0,29.0
7294,1.0,29.0
7295,1.0,29.0
7296,8.5,-13.2
7297,8.5,-13.2
7298,8.5,-13.2
7299,8.5,-13.2
7300,28.0,109.0
7301,28.0,109.0
7302,28.0,109.0
7303,28.0,109.0
7304,16.95,-96.58
7305,16.95,-96.58
7306,16.95,-96.58
7307,16.95,-96.58
7308,17.0,-97.0
7309,17.0,-97.0
7310,17.0,-97.0
7311,17.0,-97.0
7312,45.0,111.0
7313,45.0,111.0
7314,45.0,111.0
7315,45.0,111.0
7316,32.0,3.0
7317,32.0,3.0
7318,32.0,3.0
7319,32.0,3.0
7320,26.0,100.0
7321,26.0,100.0
7322,26.0,100.0
7323,26.0,100.0
7324,43.017,44.65
7325,43.017,44.65
7326,43.017,44.65
7327,43.017,44.65
7328,60.4,5.4
7329,60.4,5.4
7330,59.0,-3.0
7331,59.0,-3.0
7332,59.0,-3.0
7333,59.0,-3.0
7334,50.4,126.5
7335,50.4,126.5
7336,50.4,126.5
7337,50.4,126.5
7338,32.0,35.0
7339,32.0,35.0
7340,32.0,35.0
7341,32.0,35.0
7342,32.0,35.0
7343,32.0,35.0
7344,-4.0,143.0
7345,-4.0,143.0
7346,-4.0,143.0
7347,-4.0,143.0
7348,-4.0,143.0
7349,-4.0,143.0
7350,-4.0,143.0
7351,-4.0,143.0
7352,-4.0,143.0
7353,-4.0,143.0
7354,-4.0,143.0
7355,-4.0,143.0
7356,-4.0,143.0
7357,-4.0,143.0
7358,-4.0,143.0
7359,-4.0,143.0
7360,-4.0,143.0
7361,-4.0,143.0
7362,-4.0,143.0
7363,-4.0,143.0
7364,-4.0,143.0
7365,-4.0,143.0
7366,-4.0,143.0
7367,-4.0,143.0
7368,-4.0,143.0
7369,-4.0,143.0
7370,-4.0,143.0
7371,-4.0,143.0
7372,33.5,70.5
7373,33.5,70.5
7374,33.5,70.5
7375,33.5,70.5
7376,3.0,-68.0
7377,3.0,-68.0
7378,3.0,-68.0
7379,3.0,-68.0
7380,29.0,-108.0
7381,29.0,-108.0
7382,29.0,-108.0
7383,29.0,-108.0
7384,52.2,21.0
7385,52.2,21.0
7386,31.5,74.3
7387,31.5,74.3
7388,31.5,74.3
7389,31.5,74.3
7390,31.5,74.3
7391,31.5,74.3
7392,31.5,74.3
7393,31.5,74.3
7394,-13.5,-72.0
7395,-13.5,-72.0
7396,-13.5,-72.0
7397,-13.5,-72.0
7398,-13.5,-72.0
7399,-13.5,-72.0
7400,17.7,83.3
7401,17.7,83.3
7402,17.7,83.3
7403,17.7,83.3
7404,61.0,40.0
7405,61.0,40.0
7406,61.0,40.0
7407,61.0,40.0
7408,69.9,27.0
7409,69.9,27.0
7410,69.9,27.0
7411,69.9,27.0
7412,27.3,-8.9
7413,27.3,-8.9
7414,27.3,-8.9
7415,27.3,-8.9
7416,32.203,35.27
7417,32.203,35.27
7418,40.0,9.0
7419,40.0,9.0
7420,40.0,9.0
7421,40.0,9.0
7422,27.0,119.0
7423,27.0,119.0
7424,27.0,119.0
7425,27.0,119.0
7426,25.5,69.0
7427,25.5,69.0
7428,25.5,69.0
7429,25.5,69.0
7430,5.6,48.3
7431,5.6,48.3
7432,39.9,-4.0
7433,39.9,-4.0
7434,39.9,-4.0
7435,39.9,-4.0
7436,-11.0,-62.0
7437,-11.0,-62.0
7438,-11.0,-62.0
7439,-11.0,-62.0
7440,37.508,71.568
7441,37.508,71.568
7442,37.508,71.568
7443,37.508,71.568
7444,13.8,100.5
7445,13.8,100.5
7446,13.8,100.5
7447,13.8,100.5
7448,53.0,158.65
7449,53.0,158.65
7450,55.18,166.0
7451,55.18,166.0
7452,36.0,101.0
7453,36.0,101.0
7454,36.0,101.0
7455,36.0,101.0
7456,51.13333333,87.0
7457,51.13333333,87.0
7458,51.13333333,87.0
7459,51.13333333,87.0
7460,29.0,109.0
7461,29.0,109.0
7462,29.0,109.0
7463,29.0,109.0
7464,38.7,35.5
7465,38.7,35.5
7466,38.7,35.5
7467,38.7,35.5
7468,43.0,11.0
7469,43.0,11.0
7470,43.0,11.0
7471,43.0,11.0
7472,52.43,140.42
7473,52.43,140.42
7474,52.37,140.45
7475,52.37,140.45
7476,44.0,81.0
7477,44.0,81.0
7478,44.0,81.0
7479,44.0,81.0
7480,43.5,81.5
7481,43.5,81.5
7482,43.5,81.5
7483,43.5,81.5
7484,17.7,83.3
7485,17.7,83.3
7486,17.7,83.3
7487,17.7,83.3
7488,63.0,129.5
7489,63.0,129.5
7490,63.0,129.5
7491,63.0,129.5
7492,15.4,44.2
7493,15.4,44.2
7494,15.4,44.2
7495,15.4,44.2
7496,28.0,103.0
7497,28.0,103.0
7498,28.0,103.0
7499,28.0,103.0
7500,7.4,3.9
7501,7.4,3.9
7502,7.4,3.9
7503,7.4,3.9
7504,16.5,-97.2
7505,16.5,-97.2
7506,16.5,-97.2
7507,16.5,-97.2
