id	deme
0	3
1	20
2	12
3	11
4	11
5	3
6	27
7	34
8	32
9	10
10	33
11	21
12	10
13	20
14	22
15	35
16	27
17	34
18	34
19	7
20	31
21	5
22	28
23	30
24	19
25	15
26	30
27	31
28	14
29	13
30	24
31	11
32	6
33	9
34	33
35	29
36	7
37	24
38	0
39	27
40	35
41	16
42	24
43	9
44	14
45	9
46	30
47	1
48	11
49	24
