rate0 rate1 rate2 loglikelihood
0.02659278 0.00046432 0.0093162 -121828.34413331951
2.91489589e-02 4.29443544e-03 6.38956596e-05 -121625.83123715488
0.02586738 0.00037088 0.0011097 -121372.13203006407
2.59461158e-02 3.89234512e-03 3.94492991e-05 -121566.60474482898
0.02860648 0.01673182 0.00076527 -121965.63229384451
0.0273971 0.00044069 0.01245021 -121883.93408702941
2.99634417e-02 1.17333451e-02 1.81782384e-06 -121644.66891813869
2.39889929e-02 1.61821493e-02 5.14638063e-05 -121768.00620548357
0.02793513 0.00116699 0.00288277 -121803.405280053
0.02645307 0.00029108 0.00127274 -121386.65841322283
0.02768901 0.0286276 0.00365033 -122152.30583299224
0.02778765 0.00115977 0.0003865 -121532.57752703392
0.02691307 0.00393565 0.00071616 -121767.58121210303
0.02832617 0.00360217 0.00073449 -121772.4073704018
0.0273926 0.00070471 0.00873505 -121861.41352624593
0.02784243 0.00043074 0.0051863 -121688.64360905244
0.02676358 0.00037852 0.00112624 -121366.0315634497
0.02789675 0.00617574 0.00058202 -121802.08861741536
0.0266342 0.00033435 0.00138456 -121395.10559473313
0.02640884 0.00058204 0.0007489 -121385.86844175526
0.02656072 0.00034324 0.0013631 -121393.77112995989
0.0257934 0.00048346 0.00090509 -121377.14063454635
0.02889797 0.00684016 0.00041754 -121796.55920398176
0.02659522 0.00085151 0.01235751 -121933.06571556556
0.02785951 0.00043157 0.00525057 -121691.81841339672
0.03009389 0.00042082 0.00108794 -121377.90312000389
2.79149395e-02 4.48936645e-02 6.43266425e-06 -121868.38104771302
0.02423464 0.00062499 0.00068376 -121429.53215710082
0.02759465 0.00100361 0.00049893 -121517.46759865044
0.02951295 0.00305762 0.00071844 -121772.05631417272
2.80402666e-02 1.20730991e-02 3.13015360e-06 -121622.43794982927
0.02360421 0.00072026 0.00040606 -121399.51317431265
0.0279566 0.00086645 0.00285414 -121726.66172680735
0.02642225 0.00012179 0.00138388 -121644.3199839604
0.02702727 0.00077197 0.01039474 -121899.41067849589
0.02828054 0.001184 0.0003301 -121519.1113100777
0.02579349 0.00048345 0.00090511 -121377.13878041368
0.02779648 0.03487201 0.001986 -122135.70039379077
0.02844197 0.00214895 0.00388841 -121916.44229493006
0.02975743 0.00040404 0.00118151 -121383.0133048059
0.02768917 0.00099024 0.00507469 -121842.25606300465
0.02787804 0.02227045 0.002642 -122090.6561637547
0.02826936 0.00100197 0.00559803 -121862.90038830611
2.84641553e-02 3.60031828e-02 5.19539769e-06 -121828.24588757889
2.28416272e-02 1.43085162e-03 6.71188404e-05 -121517.99523099994
0.02796988 0.00091709 0.00258308 -121728.45993674648
0.02889658 0.00040929 0.00114301 -121373.50532411679
0.0259629 0.00046513 0.00094373 -121373.91582766836
0.02788998 0.00092097 0.0049314 -121824.27463806872
0.02765091 0.0189668 0.0005413 -121944.92797724273
0.02813586 0.00474237 0.00305225 -121949.27507896889
0.02684582 0.00045102 0.00900888 -121819.1949009448
0.02773082 0.00511667 0.00059494 -121781.15207451743
0.02786266 0.00244751 0.0042892 -121931.3437886717
0.02863891 0.00427239 0.00059335 -121771.45008574663
0.02555572 0.00046497 0.00106959 -121400.21163960006
0.02842121 0.00041897 0.00296632 -121558.59373859921
2.58506726e-02 6.17319139e-03 3.39194345e-05 -121606.75787967308
2.82408245e-02 1.53222902e-02 7.66696666e-05 -121795.58922100776
0.02809156 0.00039768 0.00113668 -121367.17881492128
0.02804782 0.01719345 0.00272864 -122063.07942849633
2.33383898e-02 1.82472578e-03 6.26913181e-05 -121560.26520109762
2.89585976e-02 5.28066387e-05 2.06341859e-03 -122174.75713830223
2.93415857e-02 4.82535204e-03 5.28024025e-05 -121629.39877732068
0.02810122 0.01523771 0.00302967 -122060.25480423972
0.02690232 0.00674283 0.00111941 -121865.18675807536
2.38068533e-02 1.01174308e-02 5.54091922e-05 -121717.0433075578
2.71951387e-02 3.29351583e-03 8.85181704e-05 -121601.39280625497
0.02685997 0.00038319 0.00148901 -121413.37687343186
0.02754836 0.00150431 0.00497214 -121901.6906653209
0.02871923 0.00294351 0.00328821 -121926.66373882626
0.02942201 0.00044499 0.0009399 -121356.73558185928
0.02789109 0.02526713 0.00041402 -121976.53513428704
0.02322923 0.00074677 0.00039012 -121418.29465380334
0.02853586 0.00010401 0.00193995 -121775.24014065631
0.02505924 0.00093707 0.00270244 -121747.36418449816
0.02699038 0.00037258 0.00264473 -121521.15167344511
0.02763374 0.0186072 0.00055262 -121943.26504558603
0.02949011 0.0010169 0.00086153 -121623.84168693938
0.02689469 0.00040132 0.00097315 -121346.95259959415
0.02529949 0.00252655 0.00189239 -121837.5355235856
2.26988002e-02 3.95876055e-03 6.73559264e-05 -121656.59360123338
0.02855892 0.00047966 0.0073235 -121784.44317182942
0.02699583 0.00269559 0.00091077 -121760.44622756606
0.02408999 0.0010464 0.00309402 -121806.61150209249
0.02718318 0.00038574 0.00321982 -121566.43149036085
0.02818738 0.02016763 0.00231163 -122070.61665306462
0.02290561 0.00081839 0.00075627 -121578.98508288665
0.02815206 0.00045188 0.0061099 -121733.73051487877
0.02601918 0.00065688 0.00179802 -121570.07636887011
0.02993086 0.00471865 0.00035425 -121751.01991384805
0.03034232 0.00046089 0.00092779 -121369.69554774035
2.67692649e-02 6.34393775e-02 9.01362569e-06 -121927.17625043425
2.50947690e-02 5.09321194e-03 4.19579909e-05 -121603.2159249523
0.02541801 0.0008718 0.00302262 -121740.45352724264
0.02660331 0.00035065 0.00131338 -121387.95062765744
0.02682443 0.00038911 0.00105518 -121357.40975466158
2.56421379e-02 5.87525235e-03 3.61370690e-05 -121605.75027453162
0.0273122 0.00066989 0.00203734 -121590.99901389306
0.0291296 0.00411959 0.00239983 -121923.78346795845
0.02656836 0.00041925 0.00861138 -121806.21292319974
0.02685063 0.00046203 0.00156595 -121449.21055407551
0.02868765 0.00095855 0.00049048 -121500.234540942
2.72540530e-02 5.55918260e-02 7.92150117e-06 -121905.59273300861
0.02253881 0.00083857 0.00014802 -121348.34757346002
0.02909276 0.00067525 0.0007384 -121432.53682498384
0.02706117 0.00040649 0.00171321 -121443.90068594241
0.02576325 0.00299163 0.00060536 -121727.34746724885
0.02723231 0.00063391 0.00195575 -121567.1829708796
0.02779725 0.00025835 0.00610901 -121723.0977975976
0.02920272 0.00059835 0.0008057 -121405.58801595011
0.0266457 0.00105037 0.00084433 -121615.50791575677
2.78369902e-02 4.61554749e-02 6.60826731e-06 -121873.33247180333
0.02724395 0.00063916 0.00196765 -121570.70139165135
0.02798243 0.00128307 0.00035491 -121556.52230065165
0.02541598 0.00454815 0.00064335 -121772.88589770239
0.02229466 0.00086308 0.00010177 -121328.79095978531
0.02752616 0.00091632 0.0005251 -121489.0187921196
0.02942753 0.00044451 0.00093734 -121356.11863097412
2.77087774e-02 2.90735205e-02 1.34371511e-05 -121799.17285716507
0.02539326 0.00079258 0.00280892 -121703.63598660807
0.02621208 0.00158062 0.00098364 -121722.53975209648
0.02756954 0.00092576 0.00123605 -121626.17526607538
0.02987799 0.00425383 0.00041679 -121755.08260880708
0.02818498 0.00141244 0.00444475 -121887.86274943242
0.02923854 0.00147258 0.00013482 -121526.53472552633
0.02845415 0.00042792 0.0009511 -121347.78607866316
0.02780607 0.00113045 0.00073128 -121620.53635962549
0.02793043 0.00051621 0.00138173 -121448.93977174521
0.02777338 0.01522815 0.0025139 -122036.79998054008
0.02686155 0.00037429 0.00099666 -121344.6696556212
0.02750881 0.0008732 0.00136566 -121619.5783586838
0.0280422 0.00044366 0.00581068 -121719.43371745227
0.02794351 0.0004066 0.00105105 -121356.92078681964
2.87904561e-02 1.97580629e-02 8.20294424e-06 -121729.9765984645
0.02755177 0.00085761 0.00278215 -121717.79105666283
1.66075669e-02 4.14182579e-04 2.53385414e-05 -121471.33034648912
0.02658906 0.00035006 0.00131617 -121388.3636285798
0.02608733 0.00120853 0.00010751 -121417.43067450103
0.02525181 0.0047656 0.00018256 -121674.32503564797
0.02654306 0.00045083 0.00117257 -121397.47530807108
0.02788046 0.00052464 0.00142281 -121458.07468660134
2.52640557e-02 5.33507623e-03 4.01577346e-05 -121603.97406754641
2.99773225e-02 6.91326880e-03 7.86757499e-06 -121593.33408488228
0.02840124 0.00046686 0.0069329 -121768.02472331093
0.02609077 0.00120281 0.00011554 -121421.18691832038
2.75415503e-02 3.05136859e-02 1.42463570e-05 -121808.29334031258
0.02725324 0.00064334 0.00197713 -121573.49463674093
0.02855515 0.00041089 0.00086806 -121326.96601267226
2.54781447e-02 4.26198746e-03 5.76715694e-05 -121601.81089268018
1.98956953e-02 6.89707120e-04 5.38392772e-05 -121301.21025320192
0.02812956 0.00326697 0.00076232 -121765.4467970197
0.03139646 0.0016534 0.00015353 -121603.57676656211
0.02352302 0.00050635 0.00073497 -121405.78533373834
0.02913012 0.00276348 0.00057182 -121733.62399770206
0.02730784 0.00485909 0.00076796 -121796.91726176484
0.0272138 0.00064007 0.00185777 -121561.40621532877
0.02809232 0.00034753 0.00650945 -121731.65916736875
2.87754624e-02 1.95762544e-02 2.57919696e-05 -121775.77026222757
0.02778127 0.00025548 0.00531868 -121687.29239330065
0.0274099 0.00038614 0.00095502 -121337.02346578665
0.02618297 0.00337984 0.0002433 -121649.98735117809
2.13130329e-02 1.59494808e-03 4.66252050e-05 -121590.07526907345
0.02959687 0.0004334 0.00078896 -121323.39625421484
0.02729089 0.00054025 0.00150288 -121475.83894243144
2.34978417e-02 9.91544409e-04 8.50618493e-05 -121337.5943680965
2.87819967e-02 1.97399280e-02 8.24634666e-06 -121729.81610076166
2.52044295e-02 4.08683361e-03 5.74836668e-05 -121599.72726559525
0.02403036 0.00060614 0.000864 -121464.67532885603
0.03026334 0.00020039 0.00103187 -121425.31401943242
0.02723327 0.00030671 0.00466786 -121644.57076940757
0.02825433 0.00039629 0.00102415 -121349.61094789454
0.02589207 0.00225025 0.00067484 -121714.87068239598
0.02603116 0.00187877 0.00079971 -121717.51250144892
2.55648930e-02 8.32552138e-03 5.50132253e-05 -121674.49416610003
2.74537428e-02 4.05855954e-04 3.35470240e-05 -120805.46529711963
0.02700268 0.00380908 0.00045085 -121719.5612527278
0.02232541 0.00062551 0.00023795 -121304.75286495993
0.02620372 0.00032471 0.00191472 -121456.23322962291
2.57275460e-02 3.07690168e-03 5.73181031e-05 -121569.4583773493
2.95498447e-02 6.86751998e-03 6.04667482e-05 -121685.50852157449
0.02814076 0.00035535 0.00317859 -121557.21382765562
2.77175752e-02 4.24620167e-03 2.85215256e-05 -121559.21348645477
2.05979196e-02 7.48549120e-04 5.99259956e-05 -121296.33952269772
0.02622249 0.00032593 0.00188647 -121453.30015507217
2.61384064e-02 4.68215296e-03 4.70395025e-05 -121595.43069771721
0.02401362 0.00060717 0.00085457 -121463.86627577599
0.03020787 0.0002476 0.00403325 -121636.17241184473
0.02861869 0.00040636 0.00096032 -121342.56157434123
0.02882655 0.00459876 0.00051067 -121767.15139585387
2.73376444e-02 1.18552264e-04 3.48960115e-05 -120508.03853215686
0.02380349 0.00038138 0.00088338 -121384.99717337733
0.02370658 0.00054258 0.00070877 -121410.07672573747
0.0314603 0.00045013 0.00075859 -121344.48608694714
2.91004506e-02 2.08698143e-02 3.61699891e-06 -121728.14457684995
2.62541388e-02 4.24174297e-03 4.58675956e-05 -121583.4756136729
2.92155610e-02 6.33910884e-03 1.39174596e-05 -121587.82233582097
0.02599989 0.00054137 0.00236394 -121565.51179124025
0.03840059 0.00012508 0.00150217 -121863.67494963482
2.90925021e-02 2.06999078e-02 2.99129917e-05 -121799.89122027256
3.03133511e-02 7.35304854e-03 3.51003274e-07 -121577.8053744974
0.02859747 0.00037983 0.00242908 -121504.67037311156
2.57944469e-02 4.69403447e-04 5.50574112e-05 -120897.21352042626
0.02193349 0.00040191 0.00059619 -121403.07612499504
2.51953805e-02 6.05603210e-04 6.28840282e-05 -121002.18270149428
2.64591095e-02 3.46174390e-03 4.37920610e-05 -121560.78264718775
0.02270574 0.00065139 0.00068418 -121492.90234718061
0.02836487 0.00071506 0.00216962 -121625.42008309125
0.02717802 0.00507305 0.00101194 -121827.57531483994
0.02581659 0.00056579 0.00048271 -121301.31650485023
0.02535774 0.0005952 0.00017261 -121132.09308164405
2.91361494e-02 2.12900513e-02 2.98356284e-06 -121729.77067786558
2.89898485e-02 1.95678371e-02 5.57950896e-06 -121722.48582673281
2.68594048e-02 1.93845349e-03 3.97386688e-05 -121497.73298016482
0.02455813 0.00032526 0.00070221 -121323.99050027457
0.02668103 0.00083254 0.00092684 -121546.57680571874
0.0253814 0.00048261 0.00055861 -121298.34254968715
0.02955513 0.00427169 0.00107357 -121845.12205626743
2.20662597e-02 4.04136963e-03 5.04169629e-05 -121662.81382153262
0.02929903 0.00323092 0.00143606 -121847.9718544764
2.69279186e-02 1.67772993e-03 3.90448977e-05 -121466.8594848865
0.02486109 0.00032902 0.00079274 -121335.44292991412
0.02615113 0.00034504 0.00117825 -121374.54121971726
2.78009837e-02 1.32104957e-05 2.88426260e-05 -122591.42219850305
2.31371255e-02 1.12127926e-03 5.15497847e-05 -121371.51903434299
0.03160945 0.00028358 0.00418085 -121657.2394503386
0.02588323 0.00039618 0.00143641 -121420.42627629278
2.59653429e-02 5.81663263e-04 6.33794264e-05 -120972.25579334363
2.86769725e-02 4.60983332e-03 1.90540378e-05 -121556.33727964772
0.0254471 0.00048051 0.00059682 -121308.74705439612
0.02661446 0.00113995 0.00049875 -121565.38626416148
0.02396973 0.00021805 0.00096932 -121441.46700853214
0.02326987 0.00062539 0.00085125 -121495.10179580898
0.02626412 0.00032484 0.00126921 -121384.42728415411
0.02581147 0.00104056 0.00035147 -121480.57835277567
0.02751134 0.00046312 0.00145289 -121433.69487312052
0.02602886 0.00098296 0.00034109 -121449.28097318052
2.82840628e-02 1.34441655e-02 1.70345019e-05 -121687.38227207397
0.02513536 0.00043044 0.00044016 -121238.39848228014
0.03266369 0.00025039 0.00249102 -121562.86813323284
0.02577114 0.00054872 0.00022808 -121146.23696468401
2.67795142e-02 2.24247044e-03 4.05476412e-05 -121516.49979688184
0.02626978 0.00019393 0.00189022 -121520.53385021705
0.0264302 0.00516591 0.00036293 -121729.56693077186
2.75982736e-02 3.05976547e-05 2.94864064e-05 -121809.13201347477
1.70261966e-02 8.59602420e-04 5.76279286e-05 -121721.05340663543
0.02765019 0.00045247 0.00157768 -121443.62921987056
0.02520481 0.00044309 0.00040864 -121225.93511080087
2.93959518e-02 5.67788888e-03 7.30131211e-06 -121555.93097062764
2.59616764e-02 5.86332881e-04 4.13783452e-05 -120931.38249845392
0.02502794 0.00054578 0.00027408 -121193.69417321598
2.77721432e-02 1.29210157e-03 2.90709028e-05 -121340.56387491868
0.02554698 0.00045301 0.00069191 -121322.93669340912
0.02735727 0.00015749 0.00019515 -121090.83112902945
2.70527556e-02 2.76086437e-03 3.70187771e-05 -121530.65113424433
0.02563948 0.00039805 0.00076214 -121320.8650092553
2.79534890e-02 3.53933573e-03 2.16143328e-05 -121528.34035222935
0.0272229 0.00106362 0.00075389 -121603.42510887323
2.81941891e-02 1.21787406e-02 1.87306639e-05 -121676.08749373215
0.02593647 0.0003834 0.00100545 -121357.87495942453
2.88892664e-02 4.97793701e-04 3.12548597e-05 -120831.43303972672
2.67858629e-02 2.21831083e-03 4.04833538e-05 -121515.3068198041
0.02511265 0.00045061 0.00033347 -121189.64632509815
1.72841984e-02 2.62127840e-04 7.08571409e-05 -121459.95320476746
0.02150559 0.00058956 0.00049558 -121463.05167160963
0.02789773 0.01062991 0.0001483 -121770.16795479253
0.02650524 0.00112593 0.00045104 -121545.91694239502
0.0262052 0.0004563 0.00084334 -121348.6960427306
2.03893277e-02 7.62816377e-04 2.29819058e-05 -121239.28481215143
0.02641733 0.00289561 0.00079529 -121750.86956890985
2.68601948e-02 5.61058862e-04 2.92799730e-05 -120873.34307305542
2.71472233e-02 8.43183987e-04 3.68242168e-05 -121090.50325468316
0.03342763 0.00021415 0.00264072 -121615.90414096363
0.02420261 0.00069844 0.00035954 -121347.20870154373
0.02258671 0.00041905 0.0005356 -121355.98667783964
3.02200948e-02 4.37132156e-03 2.12045387e-05 -121580.19964032141
0.02571523 0.00040145 0.00082498 -121333.56867840789
0.02749714 0.0004804 0.00014266 -121010.08464911363
0.02654688 0.00023656 0.00014101 -121010.47191258449
2.67689331e-02 1.57025549e-03 6.48313871e-05 -121482.70979682571
0.02724072 0.00102652 0.00079707 -121599.53167026433
0.02501945 0.00055532 0.00026812 -121194.59754727622
2.71676987e-02 1.43914661e-04 5.77012134e-05 -120743.08041556604
1.84698142e-02 4.94228099e-04 1.82663440e-05 -121237.57223214596
2.66808934e-02 1.03604106e-02 1.86584070e-05 -121640.11947670307
2.69334327e-02 1.65674624e-03 3.89890613e-05 -121463.31118446974
0.02372131 0.00065825 0.00052018 -121411.10190279243
2.72007008e-02 2.77372570e-03 8.48614422e-05 -121583.30096986008
0.02773748 0.00046881 0.00121957 -121405.67445796449
0.02572891 0.00039843 0.00083594 -121334.74414862144
0.02693524 0.00250374 0.00010717 -121586.14125179488
2.81351987e-02 9.44625475e-04 3.42367652e-05 -121153.97124023389
0.0256906 0.00053396 0.00050306 -121295.71370295821
0.02279942 0.0004658 0.00022371 -121194.55430655851
0.02610805 0.00445267 0.00049698 -121743.76930738159
2.74152502e-02 5.49623264e-04 3.32223170e-05 -120871.05374088587
2.71602423e-02 2.07534006e-03 3.51257899e-05 -121499.95836039871
0.0251037 0.00046066 0.0003272 -121189.50632232845
2.82030894e-02 3.30080975e-04 3.28650938e-05 -120791.38267952758
2.43009712e-02 5.78189985e-04 1.66212192e-05 -120900.10196887761
2.64584394e-02 1.80271978e-02 7.49766146e-07 -121656.7877389275
0.01996952 0.00047502 0.00018525 -121340.48806216552
0.02772543 0.00046877 0.00121549 -121405.10622126964
0.0259221 0.00039552 0.00075912 -121315.2375676719
2.06125132e-02 8.12713809e-04 1.26677656e-06 -121158.28498092045
2.40655393e-02 7.21788084e-03 1.85335290e-05 -121609.73670700884
2.61558783e-02 2.46921347e-03 4.27394594e-05 -121529.70690388668
2.81783429e-02 3.30790884e-04 4.07441996e-05 -120809.30553849491
0.0248377 0.00219203 0.00024811 -121624.07794300627
1.84080974e-02 4.20071023e-04 1.82633972e-05 -121215.08291305674
0.02506536 0.00036072 0.00054231 -121267.06299003513
0.02581396 0.00052985 0.0005463 -121308.07714736111
2.75799974e-02 1.77787259e-04 3.43272878e-05 -120721.80439542458
0.02435302 0.00534673 0.00010401 -121673.29211556228
1.80528077e-02 4.17917210e-04 1.87046741e-06 -121146.38182239837
0.02506536 0.00036072 0.00054231 -121267.06299003513
0.02581396 0.00052985 0.0005463 -121308.07714736111
2.75799974e-02 1.77787259e-04 3.43272878e-05 -120721.80439542458
0.02435302 0.00534673 0.00010401 -121673.29211556228
1.80528077e-02 4.17917210e-04 1.87046741e-06 -121146.38182239837
0.02783104 0.00056415 0.001537 -121491.0600054916
3.24742588e-02 2.93120085e-04 4.59074215e-05 -120858.00418631322
0.02889841 0.00048366 0.00050228 -121253.90179712494
2.81224763e-02 3.67633604e-03 2.18453441e-05 -121533.94349077516
0.02575146 0.00083672 0.00035745 -121389.56429011519
0.02452783 0.00054497 0.00010439 -121046.16709010396
2.13427651e-02 1.17504965e-02 9.10243691e-06 -121713.49752702871
2.85625229e-02 4.66335298e-03 1.12405925e-05 -121534.63480701292
2.00472938e-02 4.30008048e-04 9.38952969e-05 -121214.26411325188
0.0277156 0.0004869 0.00121227 -121412.81553558417
2.63453300e-02 2.68751221e-04 2.89242328e-05 -120809.88920588093
0.02483556 0.00193678 0.00042192 -121661.6294163209
2.82991541e-02 2.21630138e-03 5.05935009e-05 -121536.85502995568
0.02613347 0.00030296 0.00019246 -121045.76431390939
0.0291248 0.00061452 0.00211476 -121578.88557212657
2.28782858e-02 6.68648822e-04 1.06988144e-05 -120990.90898288273
0.02648881 0.00020901 0.00022444 -121123.26026954733
2.38820100e-02 7.01032245e-03 1.80249147e-05 -121608.33422834397
0.02700773 0.00249845 0.00019212 -121609.8873350508
0.02803563 0.0003787 0.00044748 -121198.17865306354
2.43304573e-02 5.69800922e-04 3.68994026e-05 -120949.66118952542
2.79213694e-02 9.97315976e-05 3.69722825e-05 -120518.50700144026
2.49331453e-02 5.16615551e-03 2.52465147e-05 -121576.67206633478
0.02755706 0.00051766 0.00163235 -121478.8399855096
0.02500259 0.00037857 0.00049914 -121254.73440361673
2.70053776e-02 1.38296587e-03 3.82605467e-05 -121393.96788555548
1.89784170e-02 4.41660183e-04 4.05565886e-06 -121087.19174002441
2.70794675e-02 1.10102287e-03 3.75103119e-05 -121263.69923397142
0.03542114 0.00049262 0.00228132 -121657.97953006421
0.02692154 0.00035848 0.00065684 -121273.58501208416
2.71402961e-02 7.03171660e-05 3.53591237e-05 -120748.09433968674
2.48457980e-02 4.53223809e-03 2.40547610e-05 -121561.74376242123
2.79622087e-02 3.42722118e-03 2.20073755e-05 -121526.28385565309
0.02744753 0.00047765 0.0011182 -121395.6218197642
2.72533134e-02 9.79404073e-05 3.50939089e-05 -120508.11837005558
0.02647136 0.00025221 0.00022488 -121092.76402029836
2.67049357e-02 3.00939478e-03 1.94950499e-05 -121503.1091369321
2.74505150e-02 3.20219463e-04 9.08971341e-05 -120903.72818925227
2.44529161e-02 4.85405269e-03 2.50183411e-05 -121575.91338436931
0.02740747 0.00039932 0.00089477 -121329.712751896
0.02525526 0.00034707 0.00044704 -121226.6239919294
2.29165682e-02 3.17685262e-04 6.21309938e-06 -120818.4185762972
2.75518009e-02 6.41878943e-03 3.32782335e-05 -121613.94391640647
2.67271834e-02 3.11475872e-03 1.27615027e-05 -121488.29126930176
2.75153711e-02 1.62763906e-03 2.34975548e-05 -121428.61338194789
2.79996991e-02 6.01207058e-05 4.00645081e-05 -120976.85723971388
2.71479025e-02 7.09832903e-04 4.23180357e-05 -121004.44971278739
2.77562549e-02 4.90892533e-04 3.68680815e-05 -120844.72884889343
2.28883962e-02 3.15074368e-04 5.97271501e-06 -120818.2961299707
0.0249812 0.00314828 0.00016393 -121633.25762349955
2.67934140e-02 2.85039109e-03 9.86312614e-05 -121593.39864234386
0.02749257 0.00056571 0.00136937 -121472.3633598167
2.71643379e-02 6.14428342e-04 4.11916701e-05 -120933.8980541063
2.07666339e-02 3.67381852e-04 1.07630687e-05 -120964.16061220906
2.72114689e-02 3.40840472e-04 3.79616363e-05 -120808.9900184075
2.27355303e-02 8.09811483e-03 8.45724366e-06 -121622.47017113963
2.66556765e-02 2.76733561e-04 4.10708477e-05 -120832.13432224958
1.89599443e-02 4.11921895e-04 1.48420752e-05 -121142.73630056417
0.02732181 0.00040677 0.00098756 -121348.39560877025
0.02468735 0.00035034 0.00052684 -121270.37367576244
2.68788866e-02 6.92567663e-04 4.34798327e-05 -120996.86433726625
2.66297952e-02 3.18813328e-03 1.33460881e-05 -121492.00632706967
2.33708342e-02 3.01318773e-04 5.50280105e-05 -120936.3693960182
2.33823804e-02 3.10046934e-04 1.05749535e-05 -120821.05131036174
2.72601646e-02 1.11334869e-04 7.33010910e-05 -120755.76687257983
2.48779437e-02 4.47791917e-03 2.42923576e-05 -121560.69629034778
0.0303398 0.00045399 0.00147149 -121446.64636513875
2.83101789e-02 1.96495819e-04 3.31411871e-05 -120764.6703661675
2.95715634e-02 8.13116783e-04 3.24116098e-05 -121057.11682299987
2.87756698e-02 4.60875019e-03 1.63841935e-05 -121550.69362873808
2.36066009e-02 4.98948811e-04 5.20590004e-05 -120967.00186003062
2.62688857e-02 2.74283662e-03 2.78784196e-05 -121513.69236877435
2.57063903e-02 5.12359035e-04 2.91832298e-05 -120862.87536692608
2.63662627e-02 3.63316615e-04 4.39652628e-05 -120833.43619462958
0.0260158 0.00039263 0.00070951 -121301.86027101461
2.70333793e-02 3.51383210e-04 3.12003543e-05 -120795.16572223444
2.70204071e-02 3.35271831e-03 3.08954354e-06 -121462.01228346936
2.32215037e-02 1.75512429e-04 5.64269725e-05 -120902.87710602932
2.26495570e-02 3.20297966e-04 4.77589493e-06 -120820.93034922947
2.77207727e-02 1.41532187e-04 3.42302058e-05 -120579.77219234184
2.63539905e-02 6.63200225e-04 4.19378873e-05 -120978.71796499736
2.79388926e-02 3.79117173e-03 1.96254046e-06 -121473.62422295783
0.02569557 0.00041941 0.00131764 -121415.47569879793
2.77259398e-02 2.09273576e-04 3.02135738e-05 -120776.60769559804
2.63128249e-02 1.66912994e-03 3.51372579e-05 -121459.8999632588
2.54157188e-02 5.90229561e-04 2.80725951e-05 -120912.19639916372
2.33699144e-02 1.84375480e-04 5.58388665e-05 -120912.56174570578
2.89217056e-02 2.53522243e-04 3.20112974e-05 -120806.76359697092
2.31468448e-02 9.26041829e-04 2.12235289e-05 -121192.34672848078
0.0259024 0.00040232 0.00074294 -121313.55262435011
2.62326668e-02 1.47840535e-03 3.87677696e-05 -121426.52421772617
2.98076535e-02 6.32727234e-04 4.44766818e-05 -120951.05067002498
2.96088948e-02 4.08295876e-04 7.93880883e-05 -120892.25780897304
0.02662966 0.00024645 0.00037497 -121204.9595256918
2.50284049e-02 2.68270736e-04 1.66962665e-05 -120797.77761801577
2.54731958e-02 1.32403561e-03 3.48766924e-05 -121376.58763709036
2.86899506e-02 5.99923709e-04 4.03088107e-05 -120915.43205676011
2.64122703e-02 3.49552655e-04 4.35051425e-05 -120830.77125462607
2.31951444e-02 1.74074663e-04 5.65337212e-05 -120901.18421022063
2.80776643e-02 2.24701960e-04 3.27877471e-05 -120802.32122683388
2.27324501e-02 4.25076699e-04 1.80935214e-05 -120890.39763156747
3.04802229e-02 6.99615141e-05 7.27582342e-04 -121800.84818658698
2.72928717e-02 3.19904427e-04 3.15948025e-05 -120794.7805224145
2.57697146e-02 2.02785856e-03 4.69966267e-05 -121517.47241456377
2.67759974e-02 4.26702289e-04 3.50356651e-05 -120822.1991706095
2.47834294e-02 3.88029016e-04 3.92353853e-05 -120860.38712575102
2.59890505e-02 3.83683213e-04 4.58162290e-05 -120846.52985427564
2.74190076e-02 2.68364329e-04 3.80076279e-05 -120820.93734908244
2.58300815e-02 1.24641291e-04 4.26130200e-05 -120607.08156643483
2.76169449e-02 2.40620065e-03 1.44964531e-05 -121472.95396790936
2.43556146e-02 3.98134826e-04 3.81139343e-05 -120872.64229177768
2.39426866e-02 4.00237997e-04 2.64510146e-05 -120858.30518948333
0.02674541 0.00013859 0.00040902 -121317.42948029014
2.39421409e-02 2.74700906e-04 4.83980300e-05 -120907.81453160674
2.31900554e-02 3.08476851e-04 7.48432443e-06 -120814.46808701847
2.66977781e-02 2.64138174e-04 4.06497921e-05 -120834.67364380174
2.61800831e-02 1.04308804e-03 3.44442589e-05 -121229.35107744443
2.38467843e-02 4.01630658e-04 2.49927198e-05 -120858.10471563789
0.02678963 0.00151817 0.00022272 -121553.05422429691
2.76902374e-02 4.19259315e-04 3.83296860e-05 -120818.78758176243
2.72051330e-02 1.40370802e-04 3.50647443e-05 -120584.84421460448
2.47429637e-02 4.07811015e-04 4.29584582e-05 -120874.41843118644
2.78202862e-02 3.72528892e-04 3.72412638e-05 -120804.81004999713
2.29172620e-02 5.06538291e-04 3.15191278e-05 -120954.02921765627
0.02581027 0.00015968 0.0006074 -121407.80182354811
2.35403407e-02 2.20575289e-04 5.27741182e-05 -120935.90037994186
2.80245440e-02 8.95477865e-04 2.64859024e-05 -121099.43887531056
2.55588309e-02 2.08405866e-04 1.29720135e-05 -120702.28602463868
2.66450286e-02 6.33630590e-04 3.47257007e-05 -120937.43961753481
2.30095399e-02 1.49072292e-04 5.85551777e-05 -120853.04076872222
2.99344803e-02 5.25964566e-04 5.99301507e-05 -120913.20126854407
0.02690815 0.00018013 0.0002232 -121136.35642087916
