rate loglikelihood
0.02189731 -122281.60359529688
0.02162297 -122281.35979463746
0.02243587 -122284.19524566215
0.02079834 -122285.44613087448
0.02206645 -122282.12379969996
0.02177013 -122281.39665665854
0.02169013 -122281.34932794214
0.02166954 -122281.34763788486
0.02085665 -122284.90457641409
0.02201023 -122281.92027929386
0.02172936 -122281.36446482266
0.0213873 -122281.76727798808
0.02162807 -122281.35738047572
0.02071171 -122286.32556329947
0.02189715 -122281.60323158791
0.0217854 -122281.41301434167
0.02165383 -122281.34925567328
0.02112371 -122282.92998476193
0.02162215 -122281.36020609153
0.02193135 -122281.68601239653
0.0216305 -122281.35632062437
0.02152449 -122281.45919534097
0.02093952 -122284.20379232975
0.02258444 -122285.3756576018
0.0215831 -122281.38791819992
0.02181175 -122281.44669854053
0.02163108 -122281.35607844904
0.02094475 -122284.16220660404
0.02140992 -122281.70271526075
0.02158436 -122281.3867804366
0.02263317 -122285.80483026699
0.02166762 -122281.34770049991
0.02139247 -122281.7520401596
0.02042291 -122289.92102004084
0.0214977 -122281.50373929992
0.02184995 -122281.50781419771
0.02206761 -122282.12830514014
0.02132248 -122281.98277116052
0.02109642 -122283.09436947055
0.0215203 -122281.4656754803
0.02182285 -122281.4629642713
0.02137386 -122281.8082491001
0.02105824 -122283.33846836102
0.02164656 -122281.35086099837
0.02154848 -122281.42569349444
0.0216622 -122281.34808034054
0.02141943 -122281.6772132952
0.02163589 -122281.35419538875
0.022029 -122281.98486325731
0.02087745 -122284.72112724281
0.02183958 -122281.4897896438
0.02140346 -122281.72061041146
0.02109337 -122283.11327109384
0.02164474 -122281.35134479133
0.02165335 -122281.34934594118
0.02160757 -122281.36871124593
0.02147135 -122281.55490021389
0.02142428 -122281.66456668111
0.02163913 -122281.35305933656
0.02115594 -122282.74668576772
0.02175253 -122281.38071168236
0.02110633 -122283.03371115934
0.02180194 -122281.43334887785
0.02165882 -122281.34846874732
0.02137651 -122281.80002745343
0.02161921 -122281.36174911272
0.02097876 -122283.89981750908
0.02129115 -122282.10325171053
0.02172595 -122281.36253298898
0.02212117 -122282.35071907096
0.02159929 -122281.37452450709
0.02120082 -122282.51068113653
0.0218945 -122281.59728384523
0.02205023 -122282.06198118042
0.0213814 -122281.78504586575
0.02157743 -122281.39325292727
0.02138534 -122281.77313758883
0.02110386 -122283.04874977881
0.02159685 -122281.37636866192
0.02190385 -122281.61854925114
0.0215742 -122281.39644324871
0.02130397 -122282.05265695977
0.02176578 -122281.39242350483
0.02160122 -122281.37310763008
0.02124191 -122282.31424033159
0.02164158 -122281.35226942901
0.02179744 -122281.42754209577
0.02164824 -122281.35044186063
0.0210004 -122283.7397723207
0.0211582 -122282.734255536
0.02172155 -122281.36020921907
0.02183568 -122281.48329355128
0.02184032 -122281.49104274852
0.02105997 -122283.32700701378
0.0208071 -122285.36214703936
0.02152862 -122281.45300118827
0.02206674 -122282.12490351131
0.02183252 -122281.47813589848
0.02113798 -122282.84738431776
0.02147917 -122281.53894451541
0.02151155 -122281.47976416213
0.02088163 -122284.68488481606
0.02168913 -122281.34914647599
0.02258321 -122285.36514003125
0.02158418 -122281.38694065656
0.02168262 -122281.34821198127
0.02164888 -122281.3502883293
0.02164734 -122281.35066305437
0.02156448 -122281.40669572244
0.0209557 -122284.07631123497
0.02158702 -122281.38442564123
0.02170856 -122281.3544971833
0.02111307 -122282.99309901835
0.02212607 -122282.37245485159
0.0216865 -122281.34871727636
0.02160811 -122281.3683583258
0.02077249 -122285.69910610939
0.0217145 -122281.35689837679
0.02176351 -122281.3902910609
0.02164239 -122281.35202348087
0.02154467 -122281.43061343858
0.0217883 -122281.41638218611
0.02125355 -122282.26194353696
0.02102438 -122283.56877695685
0.02178128 -122281.40836214583
0.02174148 -122281.37228660076
0.02156043 -122281.41125414622
0.02250599 -122284.7281955394
0.02107291 -122283.24267766443
0.02134858 -122281.8905561454
0.02162333 -122281.35961571072
0.02139714 -122281.73853151596
0.02176245 -122281.38931857137
0.02175487 -122281.38265221515
0.02112242 -122282.93758493177
0.02183976 -122281.49010500945
0.02133792 -122281.92732199708
0.02180983 -122281.44401570031
0.02177254 -122281.39908235589
0.02107253 -122283.24513910597
0.02179663 -122281.42652713621
0.02100495 -122283.70681240801
0.02105485 -122283.36088863813
0.0218449 -122281.49890733323
0.02180452 -122281.43677370211
0.02239894 -122283.93212536401
0.0220513 -122282.0659732432
0.02126936 -122282.19330907137
0.02118999 -122282.56560847526
0.02177302 -122281.39957460642
0.02212609 -122282.37254711383
0.02210287 -122282.27168398832
0.02161877 -122281.36198387525
0.02151638 -122281.4718805257
0.02167337 -122281.34762527117
0.02196318 -122281.77329945801
0.0215929 -122281.379489518
0.02151681 -122281.47119940315
0.02171535 -122281.35727031203
0.02151939 -122281.4670930817
0.02174071 -122281.37174229641
0.02180909 -122281.44298814292
0.02151536 -122281.47353934307
0.02163821 -122281.35336914567
0.02157362 -122281.39702836354
0.02180287 -122281.43457441645
0.02158958 -122281.38223586498
0.02155991 -122281.41184860532
0.0217253 -122281.36217423566
0.02162012 -122281.36126132213
0.02182279 -122281.46287182192
0.02158803 -122281.38355363446
0.02135546 -122281.86748673227
0.02192043 -122281.65832672539
0.02164047 -122281.35261799232
0.02176774 -122281.39431140039
0.0215269 -122281.45556604856
0.02151309 -122281.47722898534
0.02186467 -122281.53520669784
0.02157131 -122281.39939131215
0.02189154 -122281.59072703467
0.02147585 -122281.54564868165
0.02151378 -122281.47610402777
0.02177597 -122281.40263391277
0.02152465 -122281.45896093364
0.02171246 -122281.35603389397
0.02183892 -122281.48867465285
0.02160177 -122281.3727048232
0.0215103 -122281.48185887876
0.02150064 -122281.49847547813
0.02164694 -122281.35076169675
0.02149853 -122281.50224425964
0.021663 -122281.34800525544
0.02177079 -122281.39731900195
0.02152163 -122281.46360042106
0.02151355 -122281.47647929062
0.02156525 -122281.40584835199
0.02169325 -122281.34996182351
0.02161632 -122281.36334934442
0.02178019 -122281.40716339246
0.02165159 -122281.34969242637
0.02179773 -122281.42791671219
0.02153439 -122281.44464063775
0.02156071 -122281.41093416495
0.02173393 -122281.36723677946
0.0216833 -122281.34828914018
0.02179613 -122281.4258995339
0.02158568 -122281.38560376955
0.02151489 -122281.47428946837
0.02174674 -122281.3761416765
0.02163319 -122281.35522074897
0.02177262 -122281.39915894766
0.02155354 -122281.41940129173
0.02130831 -122282.03595127397
0.0217108 -122281.35535899355
0.021543 -122281.43281936603
0.02157032 -122281.40041671251
0.02173947 -122281.37088908676
0.02160458 -122281.37072853225
0.02193294 -122281.69013146717
0.02200884 -122281.91563030067
0.02163026 -122281.35642246853
0.02154546 -122281.42958994712
0.02158417 -122281.38695182934
0.02181325 -122281.44882624772
0.02154345 -122281.4322224992
0.0223809 -122283.80801101214
0.02154611 -122281.42874455226
0.02171746 -122281.35822635713
0.02184391 -122281.49719477333
0.02146255 -122281.5736191428
0.02217193 -122282.58648639903
0.02141324 -122281.69370616702
0.02186746 -122281.54063914939
0.02200438 -122281.90083060198
0.02125937 -122282.23637382852
0.02124801 -122282.28666103115
0.02205571 -122282.08258171716
0.02218061 -122282.629234035
0.02200501 -122281.9029404225
0.02148205 -122281.53324368835
0.02213766 -122282.42468184832
0.02087861 -122284.71105134513
0.0221606 -122282.53179578872
0.02206182 -122282.10589563745
0.02154763 -122281.42678171124
0.02214181 -122282.4436666566
0.02210254 -122282.27030055891
0.02211958 -122282.34373397028
0.02144658 -122281.60967941942
0.02214146 -122282.44208406242
0.02211383 -122282.31863173265
0.02146139 -122281.57614792092
0.02154955 -122281.42434887025
0.02210727 -122282.29040773114
