id	xcoord	ycoord	type	neighbours
0	54.49511701026101	26.92861903076778	0	375,638,885
1	24.671990708199406	-23.10143582908153	2	99,272,499,662,808,844
2	100.38643788529646	47.78609073369426	3	20,166,192,590,761,860
3	59.78393712623964	35.99200174366458	2	242,658,679,735,830,882
4	-1.7022063454660115	9.41127721765791	0	28,87,118,356,599,633
5	33.63146097489686	9.809994449024025	1	69,103,364,831,870,883
6	22.109223072937315	-1.7461618873894535	0	191,204,306,372,450,577
7	12.905223806113788	31.164587528150125	0	169,394,417,707
8	61.48445735819448	31.055675534396034	1	130,340,531,830,854,882
9	106.43251315447326	51.838639955151606	1	166,386,438,525,585,650
10	-12.21863945938602	9.885100686927155	0	548,716,754,876
11	36.83361950621381	54.13287369268463	0	258,334,551,606,623,825
12	76.60278884462325	41.01942680817592	3	55,71,207,451,471,846
13	55.26569732461308	17.753358402998806	0	42,343
14	59.19828204240677	68.22256438939363	0	312,331,757
15	21.996967059631896	17.09242676033656	1	303,370,436,491,561,781
16	13.462072662422083	6.956272898996401	1	27,119,124,208,332,832
17	30.400304954288135	-22.42943343099698	1	107,499,583,777,844,859
18	44.45549717221857	45.47716632039443	0	197,294,302,388,684
19	128.38282403605785	48.39253661954711	0	349,358,411,467,546,772
20	104.27442071964433	47.07228649511391	2	2,166,183,192,386,887
21	-8.310682421766229	42.339568734048946	0	390,661
22	34.90104097456661	1.470354652355027	2	115,274,437,725,787,861
23	27.659881753449742	58.81666427744395	0	220,766,784,847
24	113.81194156797598	54.94442029378594	2	316,438,507,751,817,895
25	110.83294779714141	48.10862186725357	2	51,221,386,650,828,887
26	127.0909319207001	55.269778746850136	1	63,84,85,328,452,547
27	15.59082198388616	8.702424953945046	0	16,64,79,163,208,832
28	0.8464339747314604	8.64340184349423	0	4,118,356,569,648,836
29	35.948102207738216	14.285784170799245	1	58,366,432,591,831,870
30	-2.361798669973944	5.327498605136662	0	87,356,632
31	95.16138924774037	18.049773648436727	0	205,736,752
32	5.508498379868622	16.91508358135358	0	214,362,457,462,717,779
33	62.82025621285233	44.840658951181425	0	37,215,295,543,668,690
34	111.72614350540269	33.35253870868717	1	337,355,399,528,746,764
35	54.08420470685504	40.08304853106537	0	297,658,768
36	38.09113845496835	30.88391869471538	1	186,253,466,516,607,793
37	58.68541251269688	44.01269172994223	0	33,215,297,543,726,768
38	37.788356513358686	39.88234220140185	2	125,144,225,415,475
39	40.19756346105586	66.94761047642281	0	229,671,896
40	22.97688662965975	11.285815430466785	1	45,54,158,596,781,855
41	71.72019525237846	66.93121670075858	0	305,331,363,742,802
42	53.202895359219355	19.18636762241789	0	13,94,281,343,720
43	20.593016935339048	40.31134473461914	0	240,542
44	90.95922687127558	56.78610966807915	0	121,277,307,509,544,702
45	23.431307731845312	8.502032251234235	1	40,158,291,596,628,745
46	-6.816420188603721	10.08089033969806	0	65,86,249,599,624,754
47	117.3259094160388	43.483010200131204	2	395,404,611,631,821,848
48	38.2642208827929	24.814891063668114	0	140,159,186,245
49	75.0114453331933	20.778260687755893	0	266,279,418,644,868
50	6.104646465117192	32.65055484042741	0	122,265,394,552,575,686
51	111.29581178199881	45.3836638372512	2	25,489,538,631,828,887
52	68.63037719864208	48.46593509185463	0	295,465,660,668,792,863
53	89.56702725766709	64.43670928699314	0	373,410,453,670,892,899
54	20.111518251716888	12.312204173646974	0	40,79,106,370,596,781
55	80.69605209358929	41.19740749695618	2	12,400,471,597,774,846
56	89.30858559749446	28.49406170443208	4	381,387,389,426,447,849
57	104.12462425949855	36.90173779516509	2	209,367,641,665,810,824
58	38.48978281126197	15.937426182659944	1	29,366,432
59	23.556861907000094	25.08797275808231	0	147,335,527,610,637,805
60	10.994480658594215	47.48205411761129	2	117,180,255,311,755,786
61	95.2802691003108	35.556877972648635	4	261,497,615,655,778,852
62	40.64279240154361	58.63322594026947	0	231,235,412,551,606,734
63	122.36717015393889	54.434218656927825	1	26,84,328,507,783,817
64	18.37971030670251	7.74924379013845	0	27,79,81,596,745,832
65	-8.336025555250293	7.934328602667342	0	46,228,249,434,716,754
66	84.57636061328012	35.99772028471745	4	201,463,559,719,769,774
67	87.40340908049511	49.13674423958175	2	160,162,435,485,604,804
68	48.97279008840434	24.85232589216667	0	149,515,605,642
69	31.241270491823183	8.135850392990868	0	5,103,112,706,763,883
70	29.079456569015303	53.64484892502499	0	220,248,258,334,619,731
71	72.51673434352523	40.69534517220421	3	12,207,361,451,520,640
72	135.81877896708255	61.31298004792526	0	310,495,498,587,651,806
73	90.35406253751624	38.44128885922516	4	655,664,719,769,778,815
74	126.6599353916995	43.84143351297165	0	93,318,360,384,411,875
75	33.58537365459702	49.78891727467468	0	224,334,619,623,683,728
76	117.68617328475621	50.887047099054676	1	221,222,369,507,751,783
77	101.00071750504223	55.53168134968247	0	113,121,385,525,585,874
78	19.31652947438945	-26.509573763611044	1	83,150,430,567,662,888
79	17.807784297887764	10.491226648962211	0	27,54,64,106,163,596
80	27.92383984021651	68.45734508606392	0	153,196,741,878,896
81	18.79928578574362	5.026388875921448	0	64,271,626,646,745,832
82	16.499408251004855	53.86934478466411	0	244,393,602,834
83	16.345754229812528	-25.178504030497688	2	78,430,567,694
84	126.08293035136131	52.659164451170874	0	26,63,452,546,772,783
85	128.28615944612204	57.966701800958866	1	26,310,328,351,547,587
86	-7.942321355769625	12.220010069891478	0	46,508,548,612,624,754
87	-3.2630813722219547	7.7097487386322445	0	4,30,249,356,599,632
88	35.52684087277483	62.5264362299899	0	412,671,734,784,811
89	44.21244853606839	39.642755299840275	2	144,287,294,475,695,841
90	26.47041534306621	-15.138313893675084	2	129,278,685,711,771,794
91	10.57252118259613	18.080478958587058	1	362,383,444,462,584,629
92	50.559882077469204	61.56670660534232	0	171,231,423,529,770,877
93	128.88183799361246	41.95731816436714	1	74,384,875
94	53.54761636151088	21.823980521089073	0	42,149,281,319,343
95	66.94807732739164	61.63678025740574	0	184,268,346,363,598,680
96	19.978793306060883	-6.564825758833809	1	189,238,299,450,577,891
97	-13.381617364430637	16.7147843057085	0	101,289,645,663,701,760
98	67.04593642686265	53.7301436554818	0	365,465,540,762,837,863
99	24.275814505582225	-20.070542566583075	1	1,272,278,350,499,711
100	-8.753856300557498	19.174444033996803	0	101,132,501,645,740,750
101	-11.768041495146333	19.170597063375165	0	97,100,501,645,652,663
102	14.11510929194923	1.5272242179027002	0	104,332,380,576,626,833
103	30.965770797244588	10.901680282356477	1	5,69,371,706,749,870
104	16.706245200324844	0.46642295583743587	0	102,271,372,545,576,626
105	109.15694270848776	26.796244374228177	1	280,327,348,560,776,807
106	17.208074067063222	13.31384039192533	0	54,79,163,370,382,419
107	32.993053148677674	-20.50966646023742	0	17,203,583,601,777
108	43.92317401321142	30.851506842062257	0	109,253,354,516,581,838
109	44.00865292227443	33.808353504161715	0	108,161,174,253,581,695
110	92.27720426332857	23.429442764649064	0	139,357,387,752,826
111	101.62304035816904	17.51855389911855	0	296,329,377,724,736,840
112	31.658355880805118	5.387786761000992	1	69,115,464,725,763,883
113	104.5685647939465	57.44951735479051	1	77,416,525,862,874,895
114	105.53241784182929	9.075601663909952	0	672,871
115	34.424007141461416	4.313621464689217	1	22,112,274,725,730,883
117	15.070498971210053	46.83249473262462	1	60,180,217,234,572,786
118	-0.04983241297842638	11.186986022894766	0	4,28,569,633,845,866
119	11.368612937454301	5.239928571724791	1	16,124,332,380,420
120	49.37963642564632	55.73732509263725	0	171,193,212,235,243,246
121	96.12911174834781	56.25224501370688	0	44,77,385,509,544,874
122	7.08771619901183	29.764552463164435	0	50,185,265,394,594,707
123	29.806105701985402	22.694866507632653	0	342,558,610,618,691,747
124	10.718337330880948	7.861993509225629	0	16,119,208,273,420,835
125	34.580155765881955	38.38361926418737	2	38,225,241,415,574
126	125.04050741372396	62.77054173854317	0	310,351,502,651,669,710
127	-3.8622631142326185	34.10253851412278	1	285,396,454,773
128	70.28290756231715	22.66004459514002	0	202,392,418
129	26.063058720399336	-12.043927682309585	2	90,206,300,685,794,858
130	63.87796401568439	28.949959215211994	1	8,195,340,531,568,673
131	105.36854606315127	22.328010876776954	1	338,377,519,560,789
132	-7.508645668670944	16.78322717889895	0	100,508,612,645,740,803
133	145.33783611964452	64.23300723302556	2	309,341,490,498,586,806
134	43.50067096681053	13.478061633556694	1	267,678,715,718
135	100.76005473853343	25.385073328171046	3	211,338,443,696,703,789
136	120.7656653644737	46.95449236934831	1	222,358,360,369,404,611
137	48.49075036741219	49.7717834790558	0	170,197,243,617,684,796
138	2.6942827414975943	25.37611464211934	0	185,262,322,532,549,627
139	89.00194285697674	23.533934354164547	0	110,387,426,748
140	41.04886750109629	23.4079290848438	1	48,159,344,413,564
141	96.48552072758223	71.58029455756319	0	324,478,579,592,798,886
142	35.003848024382975	-15.498769390344066	1	188,203,448,554,601,788
143	25.92446714200995	49.52254589573565	0	275,619,728,731,743,744
144	41.03492262380666	41.24889667921847	0	38,89,294,302,475
145	100.8707277433117	65.82091859893521	1	410,455,476,579,721,899
146	-6.494504286638406	26.580488310731017	0	156,339,359,472,656,879
147	20.320630237498165	26.192878870931104	0	59,439,480,488,527,637
148	94.71779549560017	51.198808003884125	2	160,385,485,509,590,761
149	51.3118751513115	23.355440466852375	0	68,94,281,605
150	22.372036607661038	-27.78453662130943	2	78,257,493,662,808,888
151	-16.401760901887553	21.582860747658806	0	652,663,677
152	145.34465953271524	69.53471077633857	0	301,326,341,586,795
153	21.001767302319017	68.71388975177184	1	80,196,236,878
154	29.122522481694993	28.86018466248319	0	335,449,558,827,829
155	14.564966622626638	-4.204588382093481	0	189,545,576,688,857
156	-7.847904929454356	29.22350897986628	1	146,359,396,472,588
157	112.51544875527067	37.55078076578112	2	337,468,539,667,675,764
158	25.790964767358425	10.243586268282478	1	40,45,291,371,706,855
159	41.04684870787343	26.394615009711455	2	48,140,186,516,564,838
160	91.92086297365746	48.839912985784274	2	67,148,482,485,604,761
161	41.04011741840589	35.38729424326116	0	109,225,253,475,695,793
162	85.229545270814	51.87459859570951	1	67,307,485,649,758,804
163	14.951088913069245	11.455801871734835	0	27,79,106,208,260,419
164	74.96972575416548	15.812712331867647	1	279,408,868,881
165	9.493840273048862	-1.9460472987493	0	833,857
166	103.32149889106513	49.87765244255123	2	2,9,20,386,585,590
167	170.3160700111755	67.61785458284362	0	286,391,753
